Transaction_ID,Date,Amount (INR),Transaction_Type,Account_Type,GST_Number,Compliance_Status,Fraud_Flag,Risk_Score,Business_Category,City,State,Country,Notes
TXN03637,20-08-2024,34821.09,IMPS,Business,2433679153Z2,GST Compliant,No,5,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03638,06-06-2024,97707.84,RTGS,Business,2427423982Z4,GST Compliant,No,36,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03639,25-09-2024,164532.47,RTGS,Business,2429985644Z1,GST Compliant,No,25,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03640,21-01-2024,55752.61,IMPS,Business,2448186099Z2,GST Compliant,No,32,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03641,22-02-2024,104533.46,Cheque Payment,Business,2496894446Z4,GST Compliant,No,18,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03642,01-10-2024,68998.97,Cheque Payment,Business,2412192186Z6,GST Compliant,No,29,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03643,08-11-2024,20969.75,NEFT,Corporate,2427519965Z8,GST Compliant,No,8,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03644,07-10-2024,191660.11,Cheque Payment,Business,2442156464Z2,Non-GST Compliant,Yes,62,IT Services,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03645,01-08-2024,170936.23,Cheque Payment,Business,2428448986Z2,GST Compliant,No,15,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03646,31-01-2024,15707.7,IMPS,Corporate,2490445870Z1,GST Compliant,No,8,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03647,02-12-2024,143960.25,IMPS,Business,2428263004Z2,GST Compliant,No,21,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03648,01-07-2024,69522.51,Cash Deposit,Business,2429904461Z7,Non-GST Compliant,Yes,68,Pharmaceuticals,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03649,23-01-2024,198970.01,IMPS,Business,2429589168Z2,Non-GST Compliant,No,28,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03650,01-02-2024,60486.68,NEFT,Business,2462058121Z7,GST Compliant,No,36,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03651,14-03-2024,47755.3,NEFT,Corporate,2487176468Z3,GST Compliant,No,13,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03652,10-01-2024,113582.43,RTGS,Business,2487958937Z6,GST Compliant,No,23,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03653,23-02-2024,167026.88,UPI,Business,2456619422Z8,GST Compliant,No,12,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03654,21-02-2024,38511.85,Cheque Payment,Business,2410948812Z1,GST Compliant,No,38,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03655,27-05-2024,141883.46,NEFT,Corporate,2412056132Z5,GST Compliant,No,33,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03656,08-06-2024,12290.7,IMPS,Business,2484238669Z1,GST Compliant,No,19,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03657,14-01-2024,183787.76,Cheque Payment,Corporate,2490286230Z7,GST Compliant,No,35,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03658,26-06-2024,16224.17,RTGS,Corporate,2459764821Z2,GST Compliant,No,26,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03659,22-02-2024,182847.13,Cash Deposit,Business,2475278720Z7,GST Compliant,No,37,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03660,30-11-2024,98166.54,NEFT,Corporate,2491469393Z8,GST Compliant,No,35,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03661,22-01-2024,89623.74,IMPS,Corporate,2434839699Z2,GST Compliant,No,7,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03662,30-01-2024,194661.68,UPI,Business,2425158711Z8,GST Compliant,No,34,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03663,09-07-2024,198076.93,Cash Deposit,Business,2429362606Z7,GST Compliant,No,38,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03664,16-09-2024,130039.12,UPI,Business,2447164354Z3,GST Compliant,No,8,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03665,23-07-2024,25432.59,UPI,Business,2486689904Z4,GST Compliant,No,7,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03666,28-02-2024,101238.96,IMPS,Corporate,2482161559Z8,GST Compliant,No,15,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03667,20-09-2024,105837.33,NEFT,Business,2484247216Z5,GST Compliant,No,12,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03668,12-01-2024,102894.14,UPI,Business,2432732612Z2,GST Compliant,No,30,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03669,28-04-2024,113902.67,Cash Deposit,Corporate,2448436338Z6,GST Compliant,No,16,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03670,16-10-2024,3754.76,IMPS,Business,2462574747Z6,GST Compliant,No,27,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03671,03-12-2024,142248.34,IMPS,Business,2471893504Z5,GST Compliant,No,10,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03672,04-09-2024,142481.74,IMPS,Corporate,2426244052Z3,GST Compliant,No,24,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03673,19-12-2024,23102.8,NEFT,Corporate,2481074359Z4,GST Compliant,No,10,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03674,06-05-2024,114052.19,Cash Deposit,Business,2499493974Z1,GST Compliant,No,11,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03675,15-03-2024,113676.55,RTGS,Corporate,2429273532Z8,GST Compliant,No,16,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03676,26-12-2024,136493.26,Cash Deposit,Business,2481153629Z2,GST Compliant,No,30,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03677,22-07-2024,17088.68,Cheque Payment,Business,2437522706Z5,GST Compliant,No,25,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03678,18-02-2024,125304.4,IMPS,Corporate,2441079097Z1,GST Compliant,No,30,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03679,19-03-2024,56157.58,Cheque Payment,Corporate,2434367549Z8,GST Compliant,No,31,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03680,28-08-2024,101405.53,RTGS,Business,2418392852Z8,GST Compliant,No,5,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03681,14-12-2024,154666.98,RTGS,Business,2489162398Z2,GST Compliant,No,29,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03682,02-06-2024,141132.13,UPI,Business,2453864441Z2,GST Compliant,No,23,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03683,30-09-2024,23789.41,IMPS,Corporate,2415568583Z8,GST Compliant,No,32,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03684,05-04-2024,118241.05,RTGS,Business,2432826772Z3,Non-GST Compliant,Yes,66,Textile,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03685,01-08-2024,193823.62,Cash Deposit,Corporate,2463505871Z6,GST Compliant,No,23,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03686,20-10-2024,31362.32,RTGS,Business,2491977296Z7,GST Compliant,No,21,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03687,27-07-2024,170582.89,IMPS,Corporate,2470995159Z3,GST Compliant,No,7,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03688,08-12-2024,140512.59,NEFT,Corporate,2474328760Z2,GST Compliant,No,29,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03689,28-03-2024,154802.92,RTGS,Corporate,2436946334Z1,GST Compliant,No,27,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03690,01-11-2024,56398.85,RTGS,Corporate,2466074290Z3,GST Compliant,No,29,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03691,20-09-2024,57584.91,Cash Deposit,Corporate,2499461482Z1,GST Compliant,No,12,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03692,20-11-2024,181204.83,NEFT,Corporate,2410187155Z5,GST Compliant,No,15,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03693,15-11-2024,71972.81,Cash Deposit,Corporate,2416758399Z1,GST Compliant,No,11,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03694,05-06-2024,12612.45,Cash Deposit,Corporate,2468575973Z5,GST Compliant,No,28,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03695,04-06-2024,120123.33,UPI,Business,2425818228Z4,GST Compliant,No,29,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03696,18-05-2024,24972.29,Cash Deposit,Business,2490833348Z8,GST Compliant,No,29,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03697,30-04-2024,159321.28,NEFT,Business,2488432741Z7,GST Compliant,No,20,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03698,05-03-2024,128352.87,RTGS,Corporate,2433967070Z6,GST Compliant,No,10,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03699,16-04-2024,174946.55,UPI,Corporate,2497262621Z5,GST Compliant,No,6,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03700,26-05-2024,156969.6,IMPS,Corporate,2445011403Z5,GST Compliant,No,20,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03701,16-05-2024,22431.61,Cash Deposit,Corporate,2490532167Z6,GST Compliant,No,35,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03702,10-06-2024,76220.32,Cheque Payment,Corporate,2447336863Z6,Non-GST Compliant,Yes,62,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03703,09-04-2024,154914.3,RTGS,Business,2489124714Z3,GST Compliant,No,33,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03704,03-12-2024,83474.12,Cash Deposit,Corporate,2443907430Z5,GST Compliant,No,27,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03705,02-11-2024,194473.37,NEFT,Corporate,2460746579Z8,GST Compliant,No,33,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03706,20-05-2024,147150.73,Cash Deposit,Business,2468791797Z8,GST Compliant,No,26,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03707,23-03-2024,3109.83,IMPS,Business,2464886857Z1,GST Compliant,No,39,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03708,25-06-2024,175998.34,Cash Deposit,Business,2492168893Z8,Non-GST Compliant,No,22,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03709,16-07-2024,20169.95,IMPS,Business,2444127309Z5,GST Compliant,No,39,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03710,21-04-2024,28113.34,IMPS,Business,2411947694Z2,GST Compliant,No,27,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03711,25-02-2024,146901.14,Cash Deposit,Business,2420791608Z4,GST Compliant,No,23,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03712,27-06-2024,172995.06,UPI,Business,2486568648Z3,GST Compliant,No,19,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03713,04-07-2024,107274.56,UPI,Corporate,2491428044Z7,GST Compliant,No,6,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03714,05-08-2024,57817.06,NEFT,Corporate,2462617886Z5,GST Compliant,No,37,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03715,11-11-2024,70269.6,Cash Deposit,Business,2482726520Z2,GST Compliant,No,26,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03716,04-08-2024,68584.44,Cash Deposit,Corporate,2464405611Z8,GST Compliant,No,25,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03717,29-04-2024,65342.35,UPI,Corporate,2481958684Z5,GST Compliant,No,36,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03718,23-06-2024,48589.51,IMPS,Corporate,2452496437Z2,GST Compliant,No,12,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03719,23-01-2024,121777.33,Cheque Payment,Corporate,2490754895Z4,GST Compliant,No,33,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03720,31-07-2024,180082.06,IMPS,Corporate,2421479093Z4,GST Compliant,No,20,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03721,22-08-2024,61423.41,UPI,Corporate,2473801248Z5,GST Compliant,No,6,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03722,13-01-2024,37346.99,RTGS,Business,2462609091Z3,GST Compliant,No,27,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03723,10-04-2024,167717.15,UPI,Corporate,2478546476Z3,GST Compliant,No,23,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03724,24-01-2024,148359.25,UPI,Corporate,2476833479Z3,GST Compliant,No,30,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03725,29-12-2024,186168.1,Cheque Payment,Business,2490677743Z6,GST Compliant,No,32,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03726,11-01-2024,33112.29,Cash Deposit,Corporate,2499411137Z1,GST Compliant,No,15,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03727,29-09-2024,28858.82,Cash Deposit,Business,2462123771Z7,GST Compliant,No,15,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03728,07-10-2024,108290.46,NEFT,Corporate,2493785195Z1,GST Compliant,No,34,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03729,03-04-2024,122890.59,RTGS,Business,2449337411Z5,GST Compliant,No,29,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03730,19-07-2024,96039.89,UPI,Business,2485078974Z4,GST Compliant,No,24,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03731,21-01-2024,119797.34,RTGS,Business,2456757828Z3,GST Compliant,No,31,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03732,05-12-2024,36084.15,RTGS,Corporate,2440917804Z1,GST Compliant,No,25,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03733,29-07-2024,95927.95,IMPS,Business,2466254875Z3,Non-GST Compliant,Yes,64,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03734,19-05-2024,131621.93,UPI,Business,2486056007Z6,GST Compliant,No,30,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03735,19-10-2024,86546.96,IMPS,Business,2462491707Z8,GST Compliant,No,28,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03736,24-10-2024,135892.67,NEFT,Business,2497714433Z6,GST Compliant,No,37,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03737,10-04-2024,90243.74,Cash Deposit,Corporate,2483455565Z2,GST Compliant,No,8,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03738,30-10-2024,66726.58,NEFT,Business,2415607120Z7,GST Compliant,No,30,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03739,24-12-2024,60727.97,NEFT,Corporate,2440163096Z3,GST Compliant,No,23,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03740,28-01-2024,82186.3,Cheque Payment,Business,2479194239Z3,GST Compliant,No,20,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03741,10-02-2024,4627.69,NEFT,Business,2443028468Z1,GST Compliant,No,23,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03742,20-12-2024,133708.34,UPI,Corporate,2484863992Z1,GST Compliant,No,18,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03743,29-10-2024,169022.68,UPI,Business,2416405892Z3,GST Compliant,No,19,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03744,25-05-2024,70931.87,Cheque Payment,Business,2447795748Z8,GST Compliant,No,21,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03745,12-09-2024,9216.17,Cheque Payment,Corporate,2463938738Z6,GST Compliant,No,33,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03746,14-08-2024,197355.25,RTGS,Business,2444867978Z7,GST Compliant,No,6,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03747,23-08-2024,52747.01,UPI,Corporate,2483788751Z2,GST Compliant,No,29,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03748,26-12-2024,25332.96,RTGS,Business,2488884535Z1,GST Compliant,No,36,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03749,13-01-2024,73956.8,UPI,Business,2462654582Z3,Non-GST Compliant,Yes,93,Textile,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03750,28-07-2024,147714.02,Cash Deposit,Business,2461032864Z1,GST Compliant,No,21,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03751,16-08-2024,58790.38,IMPS,Corporate,2455908870Z6,GST Compliant,No,24,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03752,09-04-2024,114944.89,IMPS,Corporate,2429504038Z4,GST Compliant,No,21,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03753,31-01-2024,83117.84,Cheque Payment,Corporate,2488761138Z6,GST Compliant,No,17,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03754,16-01-2024,23561.62,IMPS,Corporate,2468096481Z7,Non-GST Compliant,Yes,84,Textile,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03755,16-05-2024,66064.1,NEFT,Corporate,2464724607Z3,GST Compliant,No,5,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03756,24-11-2024,144976.85,IMPS,Corporate,2487439586Z7,GST Compliant,No,36,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03757,14-06-2024,122404.66,Cheque Payment,Corporate,2447361044Z3,GST Compliant,No,21,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03758,05-11-2024,23964.48,Cheque Payment,Business,2466251494Z4,GST Compliant,No,9,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03759,09-04-2024,32672.85,IMPS,Business,2483945853Z7,GST Compliant,No,20,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03760,18-04-2024,128150.26,NEFT,Business,2428734101Z5,GST Compliant,No,20,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03761,08-12-2024,162684.95,NEFT,Business,2473851726Z1,GST Compliant,No,16,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03762,21-06-2024,69901.4,IMPS,Business,2496113230Z8,GST Compliant,No,39,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03763,24-08-2024,119066.2,Cheque Payment,Corporate,2483771913Z7,Non-GST Compliant,Yes,75,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03764,10-06-2024,34137.01,NEFT,Corporate,2429097283Z8,GST Compliant,No,17,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03765,03-08-2024,62282.15,NEFT,Business,2442493262Z6,GST Compliant,No,22,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03766,20-09-2024,4063.84,UPI,Corporate,2486843157Z6,GST Compliant,No,11,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03767,19-09-2024,153657.51,IMPS,Corporate,2429281298Z6,GST Compliant,No,39,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03768,18-10-2024,80207.95,NEFT,Corporate,2475901808Z3,Non-GST Compliant,No,17,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03769,30-09-2024,163226.95,NEFT,Corporate,2499509843Z4,GST Compliant,No,34,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03770,03-01-2024,141677.52,Cash Deposit,Business,2425048287Z8,GST Compliant,No,26,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03771,28-01-2024,165750.57,Cheque Payment,Corporate,2463461974Z2,GST Compliant,No,22,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03772,21-11-2024,57138.88,Cheque Payment,Corporate,2468906637Z7,GST Compliant,No,22,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03773,28-05-2024,37029.89,IMPS,Business,2415352262Z7,GST Compliant,No,36,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03774,28-01-2024,194381.42,IMPS,Corporate,2421987346Z8,GST Compliant,No,11,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03775,05-11-2024,143468.38,Cheque Payment,Corporate,2482594067Z5,GST Compliant,No,39,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03776,05-03-2024,166810.11,Cheque Payment,Business,2451647511Z1,GST Compliant,No,5,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03777,21-12-2024,2636.54,RTGS,Business,2483329199Z1,GST Compliant,No,36,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03778,21-01-2024,70898.78,Cash Deposit,Corporate,2480269636Z6,GST Compliant,No,18,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03779,08-09-2024,148565.91,Cheque Payment,Business,2448644140Z4,GST Compliant,No,7,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03780,22-08-2024,15605.79,IMPS,Corporate,2441483394Z6,Non-GST Compliant,No,27,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03781,14-08-2024,113472.31,Cheque Payment,Business,2495222021Z6,GST Compliant,No,32,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03782,13-01-2024,85820.26,RTGS,Business,2492191301Z4,GST Compliant,No,23,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03783,08-11-2024,3533.13,NEFT,Corporate,2461531391Z7,GST Compliant,No,27,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03784,18-02-2024,47202.76,Cash Deposit,Corporate,2476904047Z4,GST Compliant,No,38,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03785,27-04-2024,56965.55,RTGS,Business,2495532858Z3,GST Compliant,No,17,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03786,23-02-2024,22380.87,RTGS,Business,2447848124Z3,GST Compliant,No,38,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03787,17-05-2024,126311.07,NEFT,Corporate,2459679245Z5,GST Compliant,No,10,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03788,22-02-2024,48487.15,UPI,Corporate,2418486576Z3,GST Compliant,No,14,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03789,13-02-2024,55531.12,IMPS,Corporate,2466329101Z3,GST Compliant,No,8,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03790,29-10-2024,179648.74,IMPS,Corporate,2470967254Z2,GST Compliant,No,39,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03791,22-02-2024,93429.95,RTGS,Corporate,2461998992Z7,GST Compliant,No,28,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03792,14-03-2024,78431.71,Cash Deposit,Corporate,2492123001Z6,GST Compliant,No,31,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03793,15-02-2024,144776.97,Cash Deposit,Business,2443802125Z3,GST Compliant,No,16,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03794,13-01-2024,181923.66,NEFT,Business,2477562357Z1,GST Compliant,No,33,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03795,13-06-2024,5017.02,UPI,Business,2467154782Z6,GST Compliant,No,6,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03796,11-04-2024,89653.29,Cash Deposit,Business,2491604861Z2,GST Compliant,No,11,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03797,06-10-2024,122160.16,Cheque Payment,Corporate,2442453294Z2,GST Compliant,No,8,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03798,14-09-2024,63719.43,NEFT,Corporate,2499276010Z4,GST Compliant,No,7,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03799,02-12-2024,154483.82,Cash Deposit,Business,2443825273Z3,GST Compliant,No,38,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03800,21-12-2024,194295.7,NEFT,Corporate,2451895388Z6,GST Compliant,No,14,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03801,17-05-2024,188686.04,Cash Deposit,Business,2431096921Z3,Non-GST Compliant,Yes,77,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03802,11-06-2024,53203.85,Cheque Payment,Business,2486233981Z8,GST Compliant,No,26,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN03803,20-04-2024,45275.39,UPI,Business,2435291148Z5,GST Compliant,No,27,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03804,11-04-2024,191498.53,RTGS,Corporate,2451311669Z6,GST Compliant,No,37,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03805,17-01-2024,91731.11,RTGS,Business,2412469769Z2,Non-GST Compliant,Yes,66,Manufacturing,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN03806,24-09-2024,41667.46,NEFT,Corporate,2473432776Z2,GST Compliant,No,26,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03807,30-06-2024,141402.32,Cheque Payment,Corporate,2461787897Z1,GST Compliant,No,25,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03808,24-01-2024,56891.22,RTGS,Business,2436983340Z7,GST Compliant,No,11,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03809,29-01-2024,53456.72,IMPS,Business,2414229003Z1,GST Compliant,No,5,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03810,19-06-2024,175851.02,UPI,Corporate,2491999170Z5,GST Compliant,No,20,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03811,15-08-2024,32504.21,UPI,Business,2412223717Z5,Non-GST Compliant,No,35,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN03812,06-07-2024,12887.95,RTGS,Corporate,2431365214Z1,GST Compliant,No,35,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN03813,11-12-2024,53844.6,UPI,Business,2489783334Z6,GST Compliant,No,30,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN03814,17-08-2024,121393.01,IMPS,Corporate,2478728023Z4,GST Compliant,No,33,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN03815,16-11-2024,24626.34,RTGS,Corporate,2434965589Z4,GST Compliant,No,9,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
